0,1,2
0.43748462,0.85714287,0.47288454
0.5251211,0.8383542,0.44250175
0.4864865,0.85714287,0.42166665
0.46106166,0.91618806,0.40426564
0.5675676,0.8477803,0.6415352
0.69951403,0.52380955,0.425
0.6216216,0.52380955,0.45666668
0.57492524,0.6045237,0.502836
0.71142,0.54040587,0.4666351
0.5470866,0.52380955,0.54221743
0.6695352,0.5774291,0.4522111
0.49077374,0.52380955,0.5680776
0.5580168,0.58869624,0.53537685
0.5540541,0.5021084,0.48895025
0.6486486,0.48787925,0.4894525
0.64927727,0.4480481,0.51311344
0.4582552,0.57736063,0.56906796
0.6154281,0.49196875,0.56666666
0.3102328,0.45868105,0.7914895
0.7290794,0.4788196,0.47691387
0.65437335,0.6280206,0.43920332
0.43147826,0.5675578,0.60647696
0.63568413,0.53461397,0.5205817
0.5945946,0.52380955,0.54833335
0.5135135,0.43647587,0.58160466
0.5675676,0.45352057,0.5339228
0.79935414,0.55094445,0.39147943
0.5333932,0.47869882,0.52526605
0.7746644,0.39323094,0.4775095
0.36611912,0.47619048,0.75924146
,,
0.39790285,0.50242424,0.68982285
0.6349663,0.6614658,0.38121796
0.541605,0.5741176,0.51388955
0.54443705,0.47619048,0.5372312
0.57035977,0.54331046,0.52249336
0.54210544,0.54882044,0.5450276
0.6216216,0.47619048,0.45166665
0.7027027,0.47619048,0.44
,,
0.5809132,0.47619048,0.52448714
0.40323976,0.51377577,0.6637163
,,
0.75059223,1.0,0.39439708
0.41234842,1.0,0.6610737
0.8199139,0.8920341,0.36064744
0.4573739,0.904013,0.50996673
0.6258604,0.74111056,0.5239408
0.616083,0.8821763,0.36833334
0.43289196,0.8468458,0.56815577
0.6948021,0.9047619,0.44261262
0.581292,0.48007524,0.5223651
0.43243244,0.4867434,0.65214974
0.47270513,0.4363804,0.63936675
0.7535436,0.44354948,0.50082594
0.7120715,0.41195518,0.56
0.7167278,0.43686906,0.46792907
0.966227,0.4479358,0.38917562
0.5157939,0.39999187,0.63499755
0.8108108,0.5201448,0.42229548
0.5613649,0.42401963,0.5499073
0.5783432,0.42857143,0.49716043
0.5917609,0.59993476,0.470408
0.59264874,0.42857143,0.45248324
0.5739358,0.606879,0.51774096
0.5285696,0.62003857,0.5504118
0.61756754,0.61904764,0.48653826
0.54273033,0.6305318,0.4644786
0.6548267,0.5800177,0.49092516
0.39191186,0.614486,0.6984618
0.5408349,0.5470322,0.5722293
0.65947264,0.50347894,0.5121717
0.485451,0.61904764,0.54680187
0.535552,0.5987883,0.5189678
0.6522204,0.64909667,0.40803418
0.5133987,0.61904764,0.5415895
0.5877482,0.61904764,0.48246887
0.39640626,0.7118946,0.62975067
,,
0.7691634,0.57412773,0.4062044
0.5384537,0.61904764,0.5266737
0.58192074,0.61904764,0.5113874
0.36239773,0.6401628,0.66742545
0.5540443,0.6149085,0.5393955
0.49049848,0.8560852,0.41677484
0.6891892,0.6346226,0.41143715
0.7567568,0.5714286,0.49333334
0.5405405,0.5714286,0.565
0.8378378,0.6470362,0.4187451
0.8648649,0.5399468,0.42168838
0.572103,0.60728014,0.49418294
0.55504936,0.5817287,0.54710674
0.6087591,0.5567136,0.46721664
0.77075547,0.5759826,0.41407233
0.688269,0.59691,0.43095845
0.7297297,0.5714286,0.46666667
0.60140884,0.5714286,0.43666667
0.5675676,0.61075944,0.49975222
0.45945945,0.5714286,0.58
0.68431634,0.5714286,0.45374158
0.5135135,0.56594795,0.52565527
0.6506539,0.6776236,0.440097
0.54321957,0.5451957,0.5444168
0.39951065,0.6892233,0.59919685
0.44518584,0.5841394,0.56024766
0.5205007,0.60134166,0.51663464
,,
0.57200754,0.35356578,0.5404615
0.6218317,0.35766497,0.5716327
0.3882122,0.3809524,0.7136359
0.47864997,0.491507,0.63623893
0.44290197,0.41187444,0.6348621
0.45605883,0.53418446,0.62232715
0.5805778,0.45189574,0.5707185
0.8378378,0.40625226,0.4750475
0.5778759,0.34115613,0.5896407
0.5365025,0.3810226,0.5465409
0.58545953,0.5058661,0.47884277
0.5628652,0.3809524,0.59881216
0.4533586,0.9555575,0.5224718
0.5088232,0.95238096,0.51971656
0.83721364,0.96814626,0.37142542
0.5635729,0.95352745,0.43588194
,,
0.55375487,0.890143,0.43375143
0.7089733,0.4705637,0.4475566
0.79254216,0.32620424,0.42586696
0.56092936,0.29770628,0.5727004
0.51581913,0.40318662,0.5836865
0.3311212,0.40332615,0.7850054
0.64026,0.33333334,0.5208415
0.57155955,0.3529373,0.5090184
0.5575381,0.5144945,0.47431427
0.5573016,0.44524384,0.57844913
0.6598303,0.38825768,0.49075973
0.58204794,0.3663033,0.55550516
0.661577,0.38161194,0.47577173
0.5405405,0.2275562,0.60633117
0.58909005,0.28157598,0.5886695
0.60753405,0.29054546,0.6062668
0.5009097,0.2416503,0.6748969
0.65032077,0.0,0.5211035
0.5995887,0.16572599,0.60040176
0.54052633,0.17510295,0.6224401
0.5956077,0.17159472,0.5892959
0.38971412,0.17910251,0.68270904
0.6239435,0.17249358,0.60459596
0.5191777,0.16575246,0.6699718
0.7990731,0.08048607,0.49089742
0.7216802,0.46401864,0.49445587
0.65976,1.0,0.41163418
0.46884018,0.8748277,0.51349866
0.4864865,0.85714287,0.52166665
0.5732429,0.69606465,0.50398284
0.7027027,0.14285715,0.5566667
0.73396075,0.87201166,0.3814456
0.79679465,0.41066232,0.47276473
0.8461566,0.5583162,0.39839658
1.0,0.72230196,0.37038913
0.4345639,0.95238096,0.654335
,,
0.5945946,0.5714286,0.515
0.43008903,0.33333334,0.72643954
0.2482753,0.21324877,0.848506
0.8292495,0.817608,0.36890188
0.48395053,0.71428573,0.5526747
0.7837838,0.7241828,0.41444105
0.44016203,0.8095238,0.61256003
0.5769377,0.7110951,0.5275546
0.6547397,0.19279386,0.609513
0.8117799,0.6668112,0.4245664
0.46983257,0.73319626,0.54481894
0.7445561,0.6067071,0.45665786
0.6111785,0.5769588,0.49323714
0.45813876,0.6063255,0.59955215
0.7144323,0.8194413,0.42061427
0.6902607,0.5261238,0.48106813
0.5502373,0.61904764,0.49220908
0.83013576,0.762264,0.39912346
0.81511503,0.52380955,0.41109636
0.6756757,0.70127666,0.45599166
0.45689732,0.9891334,0.5931251
0.61609674,0.6091721,0.41856432
0.8339066,0.5714286,0.44298622
0.7567568,0.9047619,0.4094219
0.6901308,0.47003755,0.5039613
0.43210974,0.7340235,0.65038335
0.50642174,0.75118965,0.5488901
0.7771759,0.8863636,0.3658966
0.8154626,0.7282556,0.42132062
0.5251068,1.0,0.51535124
0.5614495,0.5493304,0.5293413
0.6440784,0.71428573,0.45456246
,,
0.553095,0.5448606,0.5265933
0.54269075,0.71277326,0.52709895
0.7889306,0.70346284,0.43077084
0.5675676,0.6666667,0.485
0.6756757,0.33333334,0.58251375
0.41356897,1.0,0.7158809
0.6216216,0.33333334,0.6
0.8481298,0.6313062,0.43894184
0.5350596,0.6893083,0.4723566
0.96361583,0.49941134,0.43055272
,,
0.90215623,0.11003571,0.53978544
0.48256102,1.0,0.5874376
,,
0.7297297,0.52380955,0.48038435
0.5025218,0.7152009,0.54852223
0.6104122,0.71428573,0.45752007
0.7567568,0.80934846,0.41851738
0.84554315,0.92732704,0.42223653
0.8918919,0.7839818,0.35385156
0.8003143,0.6688829,0.41275212
0.6226435,0.5177305,0.50008905
0.6474077,0.61904764,0.49907866
0.78390837,0.66636646,0.43346104
0.9459459,0.68226147,0.39516893
0.47239402,0.65645677,0.58461547
0.5808202,0.7848664,0.4336535
0.74930793,0.72733295,0.4223882
0.5405405,0.6666667,0.57
0.7567568,0.52380955,0.460783
0.9450928,0.9784517,0.34560838
0.36486486,0.9047619,0.63666666
0.59489894,0.45311624,0.5607492
0.62754595,0.47619048,0.49711713
0.5227494,0.7855278,0.42828062
0.41342688,0.9890103,0.6388294
0.5675676,0.7534927,0.5055381
0.34194002,0.7619048,0.7813488
0.74115103,0.51462346,0.49125668
0.77893716,0.7619048,0.42323446
0.850623,0.9047619,0.3781362
0.7415901,0.6666667,0.42343706
0.72465485,0.627653,0.46695906
0.4381826,0.61904764,0.62636435
0.6948844,0.7244946,0.3581181
0.7837838,0.8095238,0.41758722
0.3920428,0.69999975,0.72111887
0.72473335,0.833404,0.41102427
0.47786903,0.7619048,0.6000238
0.38901272,0.94825745,0.65517116
0.6404617,0.7619048,0.45630178
0.8918919,0.80284613,0.3662725
0.82965606,0.50119954,0.4827602
0.8422878,0.30094802,0.51497257
0.672334,0.8914491,0.4179563
0.327187,0.95238096,0.849973
0.45901698,0.8110501,0.6267199
0.65960383,0.45625597,0.537168
0.5218029,0.55300343,0.58158624
0.6839384,0.6635213,0.43108526
,,
0.6411239,0.71278745,0.45750922
0.6531188,0.6716954,0.44751263
0.88702714,0.5055307,0.444664
0.6535994,0.69846565,0.48078534
0.47530645,0.41426536,0.6585288
,,
0.7837838,0.68037254,0.38842243
0.6216216,0.42499784,0.51433724
0.57091516,0.95238096,0.5065346
0.56192416,0.95238096,0.50422114
1.0,0.95238096,0.32826662
0.67282337,1.0,0.4267097
0.73601,0.42857143,0.4817496
0.8077879,0.0,0.5930782
0.9925079,0.76338494,0.37404278
0.5359278,0.8852369,0.5192693
0.56693137,0.56330913,0.5372045
0.6486486,0.6285577,0.44870517
0.5069085,1.0,0.5583051
0.51674515,0.7799592,0.48230955
0.8378378,0.42857143,0.52666664
0.6294587,0.5714286,0.49048042
0.67601633,0.6666667,0.42174906
0.45549798,0.68262553,0.5556734
0.5945946,0.52380955,0.485
0.8773945,0.85714287,0.36361453
0.5245955,0.4784066,0.5814259
0.5485092,0.71428573,0.53833336
0.71504736,0.6050186,0.45324486
0.63135815,0.54802144,0.5186349
0.6216216,0.23809524,0.57
0.51690245,0.7072837,0.50153136
0.7656933,0.3560111,0.4878006
0.8648649,0.8391191,0.40858737
0.49595398,0.71390975,0.5097078
,,
0.73984754,0.26667172,0.48627394
0.71108484,0.33333334,0.52105564
0.33534953,0.7168655,0.7586177
0.6537787,0.7838877,0.4351403
0.7567568,0.5970998,0.44971094
0.53778464,0.8825973,0.50014734
0.5011485,0.46123847,0.61491823
0.5148131,0.6198022,0.5810842
0.5361557,0.9203405,0.4689936
0.63185555,0.6043451,0.48907426
0.9189189,0.85714287,0.36029297
0.5369727,0.8159612,0.5915467
0.54775226,0.59088016,0.5030152
,,
0.7455785,0.5801548,0.45389685
0.7297297,0.76021314,0.37390965
0.5945946,0.61904764,0.55
0.82943076,0.6372456,0.41092625
0.8108108,0.52380955,0.43580693
0.5845091,0.8095238,0.46091756
0.6837052,0.6302695,0.45503426
0.7027027,0.82634556,0.3419287
0.6486486,0.47619048,0.46
,,
0.58062774,0.23809524,0.62319493
0.4864865,1.0,0.45301157
0.6053302,0.8095238,0.46673688
0.39502978,1.0,0.7190118
0.94264346,0.5932484,0.39821756
0.39951915,0.63202554,0.70947313
0.5456122,0.5714286,0.5233752
0.8378378,0.95238096,0.39447948
0.7664012,0.67211413,0.40930614
0.65460396,0.67047274,0.48291653
0.54560584,0.9029585,0.507106
0.7027027,0.63056713,0.462339
0.71358925,0.7225493,0.45880654
0.6216216,0.5625923,0.49479657
0.829762,0.6972099,0.40878335
0.7813144,0.8313642,0.37626243
0.68108565,0.65272194,0.49071276
0.6393073,0.7320369,0.45167124
0.58415824,0.52380955,0.5630706
0.8106329,0.8197283,0.40072224
0.7837838,0.7619048,0.3996375
0.49498376,1.0,0.6078079
0.64643514,0.61904764,0.42
0.7633127,0.92725366,0.4085385
0.64720386,0.69355613,0.49961206
0.6226952,0.3809524,0.5225452
0.6610904,0.509953,0.5231178
0.8108108,0.41785628,0.45564225
0.62245905,0.42128313,0.5634718
0.5406463,0.8298455,0.5020952
0.6756757,0.5748735,0.42333335
0.7567568,0.8095238,0.40825197
0.88040847,0.7619048,0.3629466
0.6421474,0.7619048,0.45025676
0.5883339,1.0,0.5752253
0.83917135,0.744066,0.40429664
0.6607472,0.47624066,0.5511528
0.4481105,0.7509131,0.6680922
0.70472974,0.74108994,0.42173275
0.40647075,0.95238096,0.71102417
0.41647446,1.0,0.6653376
0.533251,0.47415137,0.57357275
0.7567568,0.7242915,0.41450778
0.8058641,0.52380955,0.40981326
0.6828098,0.8923106,0.4046982
0.48639813,0.9235811,0.6008692
0.58280826,0.5440679,0.5011667
0.49215126,0.5092531,0.6076729
0.6348701,0.17885368,0.5825862
0.81088173,0.76153636,0.3884464
0.9189189,0.33879218,0.4613567
0.88883406,0.5349659,0.48381895
0.5135135,0.5714286,0.5763688
,,
0.5264378,0.58977216,0.5643696
0.5523775,0.5351979,0.5691868
