0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-3.9703925,-3.4945395,-0.072536044,2.969468,1.4571475,-0.7189567,-3.185687,-3.5934813,-3.865918,-0.8039838,1.8842411,3.5832338,1.1957664,0.81509733,-2.3978596,-4.075659,-5.334835,-1.0647058,-0.28174305,4.9399796,3.6143284,-2.2311463,-2.1667442,-3.7825596,-3.2507253,-1.5952835,0.5402155,4.9285126,4.421871,-2.5710468,-2.4870656,-3.5494168,-4.184604,-2.3685472,-2.0868182,3.7798607,3.0047588,-2.3083243,-2.9490988,-3.1959286,-3.0678995,-2.526001,-2.7274334,1.8136041,3.1905224,-0.58785534,-3.6564524,-3.2648337,-4.78568,-2.230811,0.945894,1.4213481,2.8248785,0.19321918,-3.1676662,-3.580568,-4.2095213,-5.0797634,0.31172964,1.3236313,1.6750789,-0.0814178,-3.4201803,-8.956536
-3.289056,-1.5747557,-0.56087756,3.525225,0.29350525,-5.198975,-4.264997,-2.748859,-3.7810163,-0.27622443,1.3544838,1.4449941,1.9910524,-1.1003788,-3.9001937,-4.2134857,-3.4216025,-1.7363191,-2.142271,1.2783797,2.6305528,-1.3760352,-4.8050117,-4.5452557,-3.1253848,-1.949014,-0.5508417,2.0462933,3.5906086,-1.4276509,-3.7709389,-4.112001,-2.9221473,-2.6038125,-1.9746319,2.02079,3.7391536,-1.5514318,-3.7155073,-2.939447,-3.340537,-3.6315897,-1.6774669,0.0047593117,1.1674037,-0.16396177,-3.9124618,-6.8378615,-2.5782416,-4.1058397,-1.2720256,1.0007368,2.6715078,-0.57588786,-4.548385,-3.8903027,-3.0879657,-3.2101188,-1.8851681,0.14622593,1.8719165,0.024997354,-1.979593,-3.5076625
-4.076875,-3.1237638,-1.0809947,0.69965917,-0.14198774,-5.067119,-3.4983401,-3.0672185,-3.2988632,-3.449487,-1.6579369,3.2463505,1.4295323,-1.0330722,-4.2372756,-3.3363311,-3.2204716,-4.0881248,0.2636447,2.901018,0.4374838,-0.7387063,-3.5314572,-3.5054245,-3.0918615,-2.8458326,-0.73634136,1.4963953,1.3413644,-0.8896035,-2.5871284,-3.745003,-5.484372,-1.9021457,-1.7709398,0.46488523,2.6912158,-1.9623036,-2.791921,-5.2724442,-4.0874095,-2.2530885,-1.9981828,-1.070674,0.17845917,-1.9901962,-2.2341378,-3.4164915,-3.4549348,-1.7719535,0.9790255,0.8505923,0.5194234,1.106197,-1.4654961,-3.0495389,-4.0047746,-2.9821668,-0.70864695,0.5041096,1.3414425,0.93297064,-2.76534,-3.2561285
-3.4454892,-3.3256865,-3.6722558,-0.29655704,3.047181,-0.85105896,-5.903478,-3.7453582,-6.424288,-3.730191,-1.412425,2.488162,1.1297327,0.37332594,-4.3262677,-3.105911,-4.8129,-4.4685755,0.027077198,1.3745087,1.5312896,-1.5107642,-2.6630456,-4.8276944,-4.179015,-2.874906,-0.27816498,0.9408543,2.1021965,-1.9704211,-2.312633,-3.041422,-2.5655975,-2.74363,-2.5933893,0.9877794,2.8703833,-2.2155147,-2.539855,-3.6806936,-3.107158,-2.9620883,-1.6578605,0.70007277,0.43983412,-2.6624444,-2.1167967,-4.8472505,-2.643506,-3.8391623,-1.0258863,1.4803205,-1.0883372,-1.4386731,-0.38158357,-3.2731087,-4.59337,-4.931576,-2.5379493,-0.658622,2.1623187,2.7199292,-0.6837469,-6.103765
-4.275247,-3.2108269,0.40025043,0.389086,-0.618675,-2.7991014,-3.8058023,-3.4253728,-4.769391,-3.63013,0.2809912,5.1351395,4.074119,0.062930465,-2.8028424,-5.0842724,-3.0213175,-2.269696,1.7619026,4.2909203,2.9871542,1.3252387,-1.6368313,-3.9110785,-3.1862385,-1.6921613,-0.25417936,1.6324847,1.3930068,-0.70449793,-1.7699667,-3.1987188,-3.963286,-2.4605565,-1.9021201,-0.03607154,2.3106427,1.0067177,-2.4679008,-3.504816,-3.0036092,-2.2376404,-1.7963946,-0.62901664,3.6392498,1.0483391,-4.0827703,-2.965148,-4.211424,-1.957741,2.687429,2.6079278,3.2282164,-1.9879438,-3.5874922,-2.7412336,-3.7936122,-2.9708016,0.4514389,4.0623207,0.27075553,-2.4187024,-2.4622471,-3.0179706
-3.2356303,-4.555975,0.5594901,-1.5218031,-0.6627118,-0.3489465,-4.3041964,-4.013852,-3.6883798,-3.161781,0.16218114,2.3235307,5.5317316,3.2190344,-0.99651194,-3.2901163,-4.0098133,-7.5584474,1.565002,3.5613184,5.269612,-1.0679494,-1.796525,-3.313136,-3.2047818,-3.401201,-0.9467001,2.047326,4.2154465,-1.3342122,-3.1048856,-6.156627,-3.6236796,-3.2085404,-1.9790497,2.1656795,5.2917585,-1.6621276,-3.6803846,-3.3921156,-3.9706368,-2.7934859,-2.3517888,1.4606738,6.1378446,0.8938365,-5.059587,-4.260119,-5.4294934,-2.478966,1.5514715,2.4519815,4.8937936,-1.1153923,-6.7739058,-5.1545405,-3.5355525,-3.143291,0.052572474,-0.043452978,0.2864486,-1.9848824,-3.5768611,-4.1594863
-3.6088867,-3.2611809,-1.0060859,1.198653,1.6751704,-0.45478934,-3.6642816,-3.0078857,-2.7137885,-2.499381,0.34249735,3.0211449,4.4795218,-0.47370732,-5.184256,-2.7709403,-3.6308923,-2.209817,-3.4263034,2.7068741,3.949736,-1.845381,-3.8134966,-3.5772116,-4.1310663,-2.616605,-3.297222,2.044002,5.567341,-2.1773612,-4.4692388,-3.025482,-2.8103213,-3.757378,-4.2176905,5.0845566,5.2008324,-3.1256237,-4.551507,-4.7058005,-4.799039,-4.689392,-3.2495627,4.083351,5.1830015,-3.2143514,-4.1322255,-4.708774,-3.4772537,-4.7127776,-2.0983493,4.845545,6.339094,1.073457,-2.5958712,-5.1329703,-3.4949393,-3.165275,-2.0795505,-0.95255786,2.5661836,1.3609571,-4.0268927,-3.2955492
-3.0683153,-2.6629987,-3.6046305,0.7069761,1.6835513,-0.96714544,-4.401853,-3.2076774,-3.242836,-4.6598797,-2.0844069,1.7915351,1.4753708,0.7943455,-4.4859204,-2.7998855,-4.337422,-2.9241695,-1.7854929,-0.08353472,2.4085195,-1.9707831,-2.9413955,-5.3265796,-2.9217496,-2.4763045,-1.1569769,1.5948975,3.1121929,-2.2423975,-2.8515224,-6.2521944,-3.510436,-2.05713,-4.1825323,1.983474,4.2313185,-1.4463336,-3.867343,-2.9220903,-4.020748,-3.6465068,-2.5843441,-1.0338559,3.800076,-0.33671355,-3.625826,-3.732295,-3.025743,-4.698444,-0.94334614,3.5382137,4.33801,-0.39557183,-2.8207767,-3.041801,-3.6904097,-3.540403,-2.0786347,-0.66158754,1.1995841,-1.4676813,-3.2508674,-3.2905061
-3.2872741,-9.562862,-2.0473945,1.539897,0.4737699,-2.0419283,-3.0403068,-3.6131592,-3.0821211,-4.033762,-1.1631937,2.9342883,1.4880277,-0.3183484,-3.5719144,-4.419459,-3.8668678,-2.1722875,0.33460593,1.9877164,2.7260423,-1.1296934,-3.3250546,-3.234071,-2.9254115,-2.3718455,-1.0802505,3.642589,2.6317062,-2.3888664,-3.0392838,-3.285077,-3.7714837,-2.4030013,-3.241611,0.45424414,2.1865497,-1.9298992,-3.546275,-2.9953659,-2.9747355,-4.691992,-2.0454738,2.360969,3.2601736,-1.9667667,-3.4536462,-2.9794257,-2.773648,-3.4614327,-2.1113646,2.0560184,1.2628876,2.2449508,-3.2191896,-3.0768929,-4.911724,-3.3784215,-1.7450898,-0.1657207,4.1435175,1.0583956,-2.2049904,-4.1578417
-3.8320692,-3.857823,-1.2284293,3.1647234,-0.72773576,-2.7342734,-3.17342,-3.3037663,-2.8700273,-4.3910055,-1.2621284,2.5393326,3.8955758,-0.5812751,-4.7312613,-4.6496696,-2.9469285,-2.7178504,0.16889977,2.0339472,3.7776308,0.6084082,-2.9745328,-3.1774457,-4.0689845,-2.4468088,3.4425673,1.0592151,2.3679442,-0.021407247,-2.4601905,-3.4540646,-3.723188,-2.6099138,1.2401614,2.7690074,1.8783793,-1.0872742,-2.7360885,-4.9990892,-2.728705,-2.676614,2.2657175,2.10632,2.8399363,-0.5539582,-2.6648304,-4.4891005,-2.6973531,-3.6355464,-0.26832068,1.2254997,1.4193325,0.6456382,-2.9869566,-4.2146297,-3.5689719,-6.143123,-0.8696781,0.5650259,2.8361053,0.3398072,-2.6699295,-3.5584877
-3.3646657,-2.783962,-1.1236757,1.435652,2.0231447,-0.037584476,-2.0947354,-5.6815176,-2.8075597,-4.6216383,-0.41361713,3.07176,2.7632403,0.5174073,-0.79848564,-3.2626953,-3.3457563,-2.6971483,-0.6110723,2.146652,2.9526324,-1.9878912,-2.2546666,-3.346675,-3.461632,-2.4079895,-1.0535362,1.4745576,3.126682,-1.1300229,-3.0914307,-3.2665918,-3.6834805,-2.2432175,-2.5910535,2.8348572,4.5137444,-1.3904898,-3.4349675,-3.0125647,-5.882626,-1.9917381,-2.6373496,1.6180811,3.1813612,-0.57186174,-3.611165,-3.1829276,-5.7015934,-1.7593424,1.5478435,1.4103583,3.1658697,-0.7523161,-6.3858595,-4.5608068,-2.9614637,-3.2592695,-0.53234667,0.34315276,0.82824165,-2.5727558,-2.254877,-8.451277
-4.041299,-2.7337556,-0.8590348,1.8760611,0.33413664,0.21858466,-2.2120686,-3.9587262,-3.8487499,-4.6397405,-1.0789002,5.213114,2.4493513,0.35968494,-0.74954087,-2.9693792,-4.045791,-5.845414,0.18040419,1.814277,1.4112897,-1.404733,-1.7833375,-3.5139642,-3.3963692,-3.2929993,-0.58339834,1.5135403,1.4862213,-0.37843478,-2.5893323,-4.1392255,-2.606058,-2.9749117,-2.0753114,0.43787956,2.490864,-0.39825553,-3.6794872,-5.25829,-3.8329945,-1.7178242,-2.5998704,0.9004569,3.7131648,0.89759946,-5.0520897,-4.8344297,-2.7255177,-2.188369,0.8398546,1.9491348,2.847664,-0.9040902,-3.7451668,-2.9427984,-4.142246,-8.759795,-0.5504929,0.95181525,0.47040015,-1.8408189,-3.8232236,-4.050578
-9.553135,-3.7587447,-0.78669775,2.1003575,0.0039696395,-3.08026,-4.231944,-3.119473,-3.1762137,-2.895343,0.24629092,2.4648638,3.0550418,-1.0618943,-3.4521184,-3.470471,-3.3167956,-1.9953306,0.3163805,2.0216951,2.7820425,-1.3623056,-3.1609583,-6.2646766,-2.988213,-2.4991202,-0.34035003,3.198709,3.2030416,-2.1573617,-2.9481387,-2.9411323,-4.588804,-3.1151056,-1.9893023,2.608126,0.60207367,-2.6266284,-3.305278,-5.6851687,-3.1974497,-3.4136055,-1.6298915,2.6377559,2.029165,-1.7031713,-2.4627562,-4.229399,-6.728484,-5.623652,-1.0078273,2.168602,1.3214431,0.36698532,-0.5141155,-3.0659652,-3.507392,-4.02218,-0.92667735,1.6821434,3.148267,1.5000348,-2.3421638,-3.3341813
-3.2291944,-2.8271635,-1.1111428,-0.70812595,1.518044,1.9190891,-2.2116537,-5.2287593,-2.6764548,-4.739301,1.3699999,4.3368797,4.480425,2.9924734,-1.4590912,-4.386131,-4.76748,-2.7167609,1.4081719,3.7533412,4.0791693,-0.9374578,-2.0577064,-3.4497488,-3.2963185,-2.9116354,1.4599897,-0.31283712,1.7999644,-0.9180237,-2.9448197,-5.242486,-5.043021,-3.2061033,-0.15071106,2.1630235,2.5970364,-1.3859156,-3.0921826,-3.2494378,-5.5064034,-4.013911,-1.0991495,1.6146235,3.5065813,-0.6804211,-2.9621365,-3.1622913,-4.86808,-5.116745,-0.10276985,2.5875778,3.6096733,-0.34957063,-5.1625075,-2.8625526,-3.730819,-3.1621046,-0.43837923,0.8161677,1.7501187,0.07239342,-3.3712857,-3.911627
-4.727187,-2.945673,-1.2724556,1.0239246,0.13907656,-3.0205755,-3.1450636,-3.0307546,-3.3369906,-4.0431147,-0.35258335,1.6337388,1.6926847,-1.5646167,-4.866971,-3.2698848,-4.1182346,-2.8309724,2.572353,1.9967964,0.4776554,-0.79377884,-3.9798474,-3.87839,-4.667289,-2.6731157,0.5426252,0.8473067,0.12260103,-1.197079,-2.6283076,-3.6235065,-3.0461407,-2.6943512,-1.1599238,0.460891,1.0592964,-2.640792,-1.8096566,-3.5874841,-5.7135906,-3.0061257,-0.21168578,-2.0050519,0.49260783,-2.3002934,-1.587568,-2.8716106,-4.3724866,-4.233388,-0.3022263,1.0718672,0.6972531,0.27322978,-0.16819635,-4.364324,-3.4485383,-5.227544,-1.9971802,-0.10955423,2.1178505,1.5234971,-0.59324265,-5.5066204
-3.5766718,-3.4522934,-0.84244996,1.1899366,0.40800285,-1.8238698,-5.9224663,-3.3601632,-3.2544906,-2.1329966,0.1032691,3.8598843,3.6086812,-0.08967209,-3.7711682,-2.9404607,-3.0646544,-3.0044842,2.384437,2.681016,1.1668429,-1.9489372,-2.7278075,-3.6525605,-3.8729098,-2.396333,2.0702772,2.8726988,0.5727744,-2.2599893,-2.842433,-3.8852253,-4.4294024,-3.0301874,-0.87502813,1.6999638,2.9571888,-1.1573185,-2.8248832,-3.96363,-3.4399178,-3.448236,-0.009792328,-0.13757253,3.0174925,-0.06617689,-2.70157,-4.1105337,-2.8511224,-3.1351924,0.24834108,3.7522488,4.148808,-0.37376016,-3.86866,-3.5447264,-6.233866,-4.0648756,-0.2049935,0.9531858,0.6343861,-1.4635122,-3.0215454,-3.106184
-4.28889,-3.1652656,-0.08022838,1.8772056,0.16039044,-4.9887877,-7.2829175,-2.8054292,-3.4813292,-0.8227931,0.9205003,4.052976,4.556301,-1.4308558,-3.5812209,-4.8938947,-4.7670283,-1.15603,-1.5051132,1.9821107,5.021451,-1.538518,-4.119258,-3.4906862,-3.9321249,-2.991175,-1.19783,3.307845,4.626178,-2.0458727,-3.5887206,-3.1368322,-2.6963391,-3.6636357,-2.993894,1.2001843,5.3466115,-2.0842624,-3.974494,-5.5050144,-5.440567,-3.6547363,-3.455315,2.1597457,6.503733,0.98311615,-3.7805605,-4.258363,-2.9121542,-3.4967697,-0.9335809,2.9284444,4.8046765,-0.03955984,-2.8781986,-3.2432566,-6.4316344,-3.2020576,-0.05746492,1.0857589,0.8337028,-0.4231696,-2.1155005,-2.912375
-3.235684,-2.9222343,-0.9214668,1.5911332,0.6380062,-2.0305908,-4.5963774,-3.3942456,-5.5425296,-2.8749046,2.7477872,2.0607965,0.7052079,-0.8045431,-4.038176,-3.9039795,-3.1713138,-2.3391576,-0.79801846,0.029621363,1.9287207,-1.8581712,-2.996538,-3.44889,-3.7303882,-1.8854293,-1.4811332,2.2477322,3.4082077,-1.8212631,-2.9536924,-5.4241743,-2.735519,-2.064307,-3.0267997,2.3772182,4.4167604,-1.5839548,-3.3154168,-3.415429,-3.0799842,-2.9481301,-2.7624238,1.0114584,2.371643,-1.6475517,-3.4790754,-3.6804008,-2.6855702,-2.2148132,1.461297,2.0250092,2.5535417,0.22774601,-4.2461314,-3.1257024,-3.1062279,-4.243165,-0.75351864,0.6379119,1.7567637,-0.49959862,-2.7258878,-3.775958
-3.608384,-2.959716,-1.7052747,1.462345,-0.54818606,-2.8359578,-7.700995,-3.1858704,-3.4089763,-2.7375054,-1.235738,1.9631879,2.6441717,-1.6601994,-4.0247726,-4.3318067,-4.875613,-1.7662221,1.2288646,2.9549677,2.2479177,0.23964727,-6.305063,-4.799526,-4.034291,-1.8990998,3.194132,1.8296747,0.4078679,0.20034003,-2.494137,-4.875615,-3.4420052,-2.3420973,0.08979058,1.7027581,2.0044272,-0.9746049,-2.0696597,-6.305762,-3.314243,-4.4405723,0.37215042,0.9450209,-0.14331007,-0.5482787,-2.1508365,-3.8676984,-2.7051446,-3.5302942,-0.8174635,1.9887261,1.1705416,1.3614796,-2.9840956,-2.8600957,-3.954621,-4.698807,-1.3848201,0.31630188,2.2549639,0.56819665,-3.117106,-3.5780904
-3.1780598,-3.3422709,-1.9859701,1.4287524,-0.3356354,-2.5723934,-3.8013628,-3.67586,-2.7948685,-2.9888165,-0.22018468,2.0050652,2.414392,-1.2968272,-3.777318,-4.7918262,-3.5661812,-2.48494,-1.2850175,1.9606261,3.3072636,-1.4420135,-3.776029,-3.3779898,-6.5567193,-2.2620883,-2.239793,2.2844594,4.3522124,-2.8711224,-3.7348328,-3.2113383,-2.602705,-2.6402442,-3.805851,0.48623943,4.7434874,-3.9076102,-3.60069,-4.3150673,-2.9806373,-3.7178736,-2.969328,1.850971,2.9720745,-2.9804037,-3.2488441,-2.90798,-4.9006133,-3.681784,-1.8347055,0.71144694,0.22028077,-0.58462846,-1.3050809,-3.2262802,-6.0141845,-3.0971432,-1.7484784,0.29564917,3.6165905,1.395304,-2.3943615,-3.3318954
-4.0250854,-3.879993,-1.7762682,1.4767799,0.61600864,-2.6749482,-4.0570765,-4.0300055,-2.9190838,-3.8342345,-0.987309,3.4089553,2.4436698,-1.2279139,-5.654322,-5.354359,-3.2389283,-3.284164,0.9987235,3.3731313,2.6519125,0.5660205,-5.468588,-3.601825,-3.2046728,-2.7111201,-0.67025495,2.6451552,3.757567,0.27935696,-3.676517,-3.5177228,-2.8931785,-2.468947,-3.057863,2.8617897,3.3860917,-0.23687887,-3.3976622,-2.9739776,-3.4860733,-3.2801008,-2.5822291,1.4677727,1.2735019,-0.8275647,-2.598439,-5.428551,-5.1440835,-2.1336198,-1.0665381,0.7462568,1.9921205,2.4581993,-1.3772233,-3.864935,-4.0036902,-6.303456,-1.6799324,-0.8171253,1.5609899,3.353079,-0.9148965,-2.9537182
-2.9596074,-5.385532,-0.98274904,0.9928522,-1.5209478,-3.0989206,-2.8657126,-3.096037,-4.81767,-4.2767057,-1.064659,1.9767163,2.1948242,-1.670235,-4.694499,-2.8418334,-4.7688212,-4.524555,-0.6057937,2.6430428,2.592929,0.5864936,-4.760368,-3.3037682,-3.2678351,-5.17762,0.6938697,2.6685002,2.4363244,-0.10736978,-3.4653049,-3.4411395,-2.949394,-4.048503,-0.74133086,2.5559337,1.2425728,-0.05041969,-3.737408,-5.1916156,-2.7274804,-4.757031,1.445615,0.67643285,4.4215484,0.9380498,-3.8260708,-3.4041572,-2.8993897,-4.8394365,-1.3200136,1.6207583,4.0931034,-0.7248823,-3.6657832,-2.9850829,-3.2964368,-4.3727713,-1.59301,-0.053452373,1.9359071,-1.3025014,-2.2037597,-4.925094
